Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Armored Core: Master of Arena,PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02,0.26
Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08
Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,0.0,0.0,0.29,0.02,0.31
Virtua Striker 2,DC,1999,Sports,Sega,0.0,0.0,0.32,0.0,0.32
BoomBots,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.58
NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0.0,0.0,0.53
Shadow Man,N64,1999,Action,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52
Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,0.25,0.06,0.0,0.0,0.31
A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,0.17,0.12,0.0,0.02,0.31
Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01
Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31
NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77
Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18
Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0.0,0.05,0.84
K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.01
Legend of Mana,PS,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11
Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0.0,0.0,0.19,0.01,0.2
Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2
Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0.0,0.01,0.54
Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69
Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,0.3,0.06,0.0,0.0,0.37
MediEvil II,PS,1999,Action,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38
Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07
The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0.0,0.29
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0.0,0.0,0.29
Quake II,N64,1999,Shooter,Activision,0.24,0.06,0.0,0.0,0.3
Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55
Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0.0,0.01,0.81
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
Tokyo Xtreme Racer,DC,1999,Racing,Genki,0.0,0.0,0.17,0.0,0.17
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8
Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05,0.81
Black Bass with Blue Marlin,PS,1999,Sports,Starfish,0.06,0.04,0.0,0.01,0.11
NFL GameDay 2000,PS,1999,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8
Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.05
Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25
Bass Rise,PS,1999,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0,0.37
Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83
Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14
Board Game: Top Shop,PS,1999,Misc,Success,0.01,0.01,0.0,0.0,0.02
Hamster Tarou,GB,1999,Simulation,Jorudan,0.0,0.0,0.3,0.0,0.3
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86
Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86
Iron Soldier 3,PS,1999,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02
J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.36,0.0,0.36
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0.0,0.0,0.25
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0.0,0.25
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25
LEGO Racers,PS,1999,Racing,LEGO Media,0.2,0.14,0.0,0.02,0.36
Power Pro Kun Pocket,GB,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0.0,0.01,0.79
Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
Roadsters 99,N64,1999,Racing,Titus,0.06,0.13,0.0,0.01,0.2
Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17
Theme Hospital,PS,1998,Strategy,Electronic Arts,0.03,0.02,0.03,0.01,0.09
The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04
Neo Atlas,PS,1998,Strategy,ArtDink,0.0,0.0,0.09,0.01,0.09
Rampage World Tour,N64,1998,Action,GT Interactive,0.36,0.08,0.0,0.01,0.45
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,0.25,0.17,0.0,0.03,0.45
World Stadium 2,PS,1998,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78
The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0.0,0.05,0.83
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79
Viz,N64,1998,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29
Top Gear Overdrive,N64,1998,Racing,Kemco,0.23,0.06,0.0,0.0,0.29
Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13
Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05
"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83
No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,0.04,0.03,0.0,0.0,0.08
Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0.0,0.0,0.08,0.0,0.08
Rally Cross 2,PS,1998,Racing,989 Studios,0.19,0.13,0.0,0.02,0.35
Gex 64: Enter the Gecko,N64,1998,Action,GT Interactive,0.2,0.05,0.0,0.0,0.25
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
Invasion From Beyond,PS,1998,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.09
Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,0.99,0.22,0.0,0.04,1.26
Brian Lara Cricket,PS,1998,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26
Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67
Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0.0,0.01,0.13
Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0.0,0.0,0.06
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0.0,0.0,0.06
Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0.0,0.0,0.02
MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18
Shadow Tower,PS,1998,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1
Fear Effect,PS,1998,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17
Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0.0,0.02,0.28
WCW Mayhem,PS,1998,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22
NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22
Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22
Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43
S.C.A.R.S,PS,1998,Racing,Ubisoft,0.05,0.03,0.0,0.01,0.08
Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04
Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48
NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.0,0.32
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0.0,0.0,0.09,0.0,0.09
Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.05,0.04,0.0,0.01,0.09
Wreckin Crew,PS,1998,Racing,Telstar,0.05,0.03,0.0,0.01,0.08
Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07
Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42
Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
Virtua Fighter 3tb,DC,1998,Fighting,Sega,0.0,0.0,0.37,0.0,0.37
Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,0.2,0.05,0.0,0.0,0.25
Shadow Man,PS,1998,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0,0.25
Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,0.0,0.0,0.25,0.0,0.25
Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0.0,0.01,0.73
SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
Chocobo's Dungeon 2,PS,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7
Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9
NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87
Kagero: Deception II,PS,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29
Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0.0,0.0,0.07
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01,0.13
Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47
Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23
TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32
WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0.0,0.01,0.15
Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
NFL Xtreme,PS,1998,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69
Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06
WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75
Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0.0,0.0,0.05,0.0,0.06
Kurushi Final: Mental Blocks,PS,1998,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02,0.34
Kidou Senshi Gundam: Giren no Yabou,SAT,1998,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0.0,0.0,0.24,0.02,0.25
Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0.0,0.01,0.12
Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16
Eve: The Lost One,SAT,1998,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11
Hello Kitty's Cube Frenzy,PS,1998,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01,0.09
Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04
Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23
Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37
Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38
Uprising X,PS,1998,Action,3DO,0.04,0.03,0.0,0.0,0.07
Dino Crisis,PS,1998,Action,Capcom,0.81,0.76,0.7,0.14,2.41
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.01,0.21
WCW Nitro,N64,1998,Fighting,THQ,0.17,0.04,0.0,0.0,0.21
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68
Bushido Blade 2,PS,1998,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05
Deep Fear,SAT,1998,Adventure,Sega,0.0,0.0,0.08,0.0,0.08
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12
The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0.0,0.0,0.12,0.0,0.12
Cool Boarders 4,PS,1998,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17
JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0.0,0.03,0.42
Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42
Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42
Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,0.41,0.0,0.0,0.0,0.41
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23
Asteroids,PS,1998,Shooter,Success,0.64,0.43,0.0,0.07,1.15
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
Shanghai: True Valor,PS,1998,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66
Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66
Real Robots Final Attack,PS,1998,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71
Project V6,PS,1998,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14
Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1
Destrega,PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06
Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
Super Robot Spirits,N64,1998,Fighting,Banpresto,0.0,0.0,0.04,0.03,0.07
Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07
GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06
Wario Land II (GBC),GB,1998,Platform,Nintendo,0.0,0.0,0.38,0.0,0.38
Ninja: Shadow of Darkness,PS,1998,Action,Eidos Interactive,0.21,0.14,0.0,0.02,0.38
WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998,Racing,Human Entertainment,0.0,0.0,0.36,0.03,0.38
Big Mountain 2000,N64,1998,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03
Spice World,PS,1998,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.67
Um Jammer Lammy,PS,1998,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66
PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23
Slayers Royal,PS,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.01,0.08
Derby Stallion 98,SNES,1998,Sports,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08
Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31
BattleTanx,N64,1998,Action,3DO,0.26,0.06,0.0,0.0,0.33
Deathtrap Dungeon,PS,1998,Action,Eidos Interactive,0.19,0.13,0.0,0.02,0.33
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,0.18,0.12,0.0,0.02,0.33
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
Sound Novel Machi,SAT,1998,Adventure,ChunSoft,0.0,0.0,0.09,0.0,0.09
Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62
A Bug's Life,N64,1998,Platform,Activision,0.49,0.13,0.0,0.01,0.63
Pharaoh,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
Batman & Robin,PS,1998,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99
Highschool Terra Story,SAT,1998,Adventure,KID,0.0,0.0,0.03,0.0,0.03
July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06
Brigandine: The Legend of Forsena,PS,1998,Strategy,Atlus,0.05,0.03,0.0,0.01,0.09
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0.0,0.0,0.53,0.0,0.53
Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13
The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26
Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,0.0,0.0,2.34,0.01,2.35
WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
Wild 9,PS,1998,Action,Interplay,0.13,0.09,0.0,0.02,0.24
Xenogears,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46
Mortal Kombat 4,PS,1998,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46
World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0.0,0.0,0.09,0.0,0.09
Darkstalkers 3,PS,1998,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19
Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01
Re-Volt,PS,1998,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05
Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61
Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12
Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07
Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02,0.26
Pocket Fighter,SAT,1998,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39
Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0.0,0.0,0.02
Off Road Challenge,N64,1998,Racing,GT Interactive,0.27,0.06,0.0,0.0,0.34
Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,0.19,0.13,0.0,0.02,0.34
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0.0,0.0,0.05,0.0,0.06
Tiny Tank,PS,1998,Action,Sony Computer Entertainment,0.19,0.13,0.0,0.02,0.34
Madou Monogatari,SAT,1998,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03
Jeopardy!,N64,1998,Misc,GameTek,0.08,0.02,0.0,0.0,0.1
Quake,N64,1998,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19
Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17
Homeworld,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54
Vigilante 8,N64,1998,Racing,Activision,0.25,0.06,0.0,0.0,0.31
Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0.0,0.02,0.31
South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02,0.31
NHL FaceOff 2000,PS,1998,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
RockMan & Forte,SNES,1998,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
Goemon's Great Adventure,N64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
CyberTiger,PS,1998,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Misc,Syscom,0.0,0.0,0.15,0.01,0.16
N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16
GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0.0,0.0,0.1
Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0.0,0.0,0.1
Small Soldiers,PS,1998,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61
Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,0.01,0.01,0.0,0.0,0.02
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
